"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"3.7","24","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-shorts/18185098/buy","","HRX by Hrithik Roshan","Men Typography Shorts","28,","30,","32,","34,","36","Rs. 449","Rs. 999","(55% OFF)","28","30","32","34","36",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-tshirts/18162866/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"3.8","6","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-black-solid-lifestyle-cotton-shorts/18300290/buy","","HRX by Hrithik Roshan","Boys Cotton Lifestyle Shorts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 422","Rs. 899","(53% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.8","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-brand-carrier-t-shirts/18162828/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirts","XL,","M,","S,","XXL,","L","Rs. 489","Rs. 699","(30% OFF)","XL","M","S","XXL","L","NEW SEASON"
"4.5","2k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-ankle-length-pack-of-3-socks/10986426/buy","","HRX by Hrithik Roshan","Women Lifestyle Socks","Onesize","","","","","Rs. 246","Rs. 449","(45% OFF)","Onesize","","","","",""
"4.2","6","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-active-u-17-boys-grey-melange-bio-wash-brand-carrier-tshirts/18162582/buy","","HRX by Hrithik Roshan","U-17 Boys Bio-Wash Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 799","(40% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-u-17-boys-yellow-bio-wash-brand-carrier-t-shirts/18162562/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle T-shirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 799","(40% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.2","141","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-melange-lifestyle-innerwear-vests-/14097246/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","XL","",""
"3.7","15","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-mens-multicoloured-set-of-3-half-terry-ankle-length-socks/16542738/buy","","HRX by Hrithik Roshan","Mens Set of 3 Socks","Onesize","","","","","Rs. 489","Rs. 699","(30% OFF)","Onesize","","","","",""
"4.4","8","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-patterned-rapid-dry-ankle-length-socks/16543104/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16543104/2022/6/3/36fd82fa-5ee4-42b1-ba3b-8f35edd17bd11654254011777-HRX-by-Hrithik-Roshan-Boys-Pack-of-3-Patterned-Rapid-Dry-Ank-1.jpg","HRX by Hrithik Roshan","Boys 3-Pack Ankle-Length Socks","11-13Y,","14-16Y","","","","Rs. 285","Rs. 549","(48% OFF)","11-13Y","14-16Y","","","",""
"4.4","31","|","https://www.myntra.com/wristbands/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-set-of-2-brand-logo-wristbands/12800272/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12800272/2020/12/11/f094b17f-d34b-49e0-8715-9ca386ce02f51607683657803-HRX-by-Hrithik-Roshan-Unisex-Wristbands-3331607683656470-1.jpg","HRX by Hrithik Roshan","Unisex Set of 2 Wristbands","Onesize","","","","","Rs. 336","Rs. 449","(25% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-estate-blue-rapid-dry-brand-carrier-tshirts/17861080/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17861080/2022/7/4/cb770064-67f3-4897-b7f0-6cef431b504c1656921935765-HRX-by-Hrithik-Roshan-Men-Tshirts-661656921935227-1.jpg","HRX by Hrithik Roshan","Training Rapid-Dry Tshirts","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-navy-blue-typography-printed-lifestyle-t-shirt/18292738/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292738/2022/8/3/4da9c75e-148a-4a67-a170-6a5ee5cdb6bb1659520707945HRXbyHrithikRoshanBoysNavyBlueTypographyPrintedLifestyleT-sh1.jpg","HRX by Hrithik Roshan","Boys Printed Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white-typography-printed-lifestyle-t-shirt/18292748/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292748/2022/8/3/b6bf48ce-ddba-4ddd-826f-25209b02c0971659520729455HRXbyHrithikRoshanBoysWhiteTypographyPrintedLifestyleT-shirt1.jpg","HRX by Hrithik Roshan","Boys Printed Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-teal-blue-typography-printed-lifestyle-t-shirt/18292740/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292740/2022/8/3/4fddb5ae-6d39-4b9f-be79-907eeab4a8031659520727616HRXbyHrithikRoshanBoysTealBlueTypographyPrintedLifestyleT-sh1.jpg","HRX by Hrithik Roshan","Boys Printed Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-grey-melange-typography-printed-lifestyle-t-shirt/18292742/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292742/2022/8/3/7ec215f4-a6b0-4cea-98a8-582c3a29ee551659520698846HRXbyHrithikRoshanBoysGreyMelangeTypographyPrintedLifestyleT1.jpg","HRX by Hrithik Roshan","Boys Printed Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white--navy-blue-typography-colourblocked-lifestyle-t-shirt/18292744/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292744/2022/8/3/13acffb8-213e-4142-8d3d-d8a8f545b2911659520693534HRXbyHrithikRoshanBoysWhiteNavyBlueTypographyColourblockedLi1.jpg","HRX by Hrithik Roshan","Boys Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 999","(60% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-orange--green-typography-print-rapid-dry-running-t-shirt/18657764/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657764/2022/6/15/b0cbd24d-f417-46c1-a845-aa640a14e6dc1655293683887-HRX-By-Hrithik-Roshan-Women-Running-Orange-Rapid-Dry-T-Shirt-1.jpg","HRX by Hrithik Roshan","Women Printed Running T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black--grey-pure-cotton-typography-printed-t-shirt/19690314/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19690314/2022/9/10/62dee4a3-ccc0-4c88-95d0-3f556f3f2b331662786865202-HRX-by-Hrithik-Roshan-Regular-Fit-Fashion-Short-Sleeves-Wome-1.jpg","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white--black-brand-logo-colourblocked-lifestyle-t-shirt/18292736/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18292736/2022/8/3/57b348b4-61e3-4a96-ad69-0b615c6e8e2a1659520695068HRXbyHrithikRoshanBoysWhiteBlackBrandLogoColourblockedLifest1.jpg","HRX by Hrithik Roshan","Boys Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 999","(60% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-off-white--olive-green-colourblocked-lifestyle-t-shirt/18292732/buy","","HRX by Hrithik Roshan","Boys Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 999","(60% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white--teal-blue-typography-colourblocked-lifestyle-t-shirt/18292752/buy","","HRX by Hrithik Roshan","Boys Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 999","(60% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.5","16","|","https://www.myntra.com/wristbands/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-set-of-2-brand-logo-wristbands/12800254/buy","","HRX by Hrithik Roshan","Unisex Set of 2 Wristbands","Onesize","","","","","Rs. 314","Rs. 449","(30% OFF)","Onesize","","","","",""
"4.7","35","|","https://www.myntra.com/caps/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-green-training-cap/14810012/buy","","HRX by Hrithik Roshan","Unisex U-17 Cap","Onesize","","","","","Rs. 449","Rs. 1799","(75% OFF)","Onesize","","","","",""
"2.5","2","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-women-oatmeal-bio-wash-brand-carrier-tshirts/18162852/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","L","XL",""
"4.2","22","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-women-turquise-bio-wash-brand-carrier-t-shirts/18163060/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055170/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"4.6","18","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-women-formula-red-rapid-dry-t-ypography-t-shirt/15177944/buy","","HRX by Hrithik Roshan","Training Rapid-Dry T-shirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","S","M","L","XL",""
"4","15","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-women-formula-red-rapid-dry-typography-t-shirt/15178126/buy","","HRX by Hrithik Roshan","Training Rapid-Dry T-shirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","S","M","L","XL",""
"4.5","27","|","https://www.myntra.com/wristbands/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-set-of-2-brand-logo-wristbands/12800258/buy","","HRX by Hrithik Roshan","Unisex Set of 2 Wristbands","Onesize","","","","","Rs. 269","Rs. 449","(40% OFF)","Onesize","","","","",""
"4.5","19","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-womens-multicoloured-set-of-3-half-terry-ankle-length-socks/16542744/buy","","HRX by Hrithik Roshan","Womens Set of 3 Socks","Onesize","","","","","Rs. 489","Rs. 699","(30% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-navy-blue--white-brand-logo-printed-pure-cotton-t-shirt/19589766/buy","","HRX by Hrithik Roshan","Boys Brand Logo Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-orange-typography-printed-pure-cotton-t-shirt/19589750/buy","","HRX by Hrithik Roshan","Boys Typography Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-orange--white-brand-logo-printed-pure-cotton-t-shirt/19589746/buy","","HRX by Hrithik Roshan","Boys Brand Logo Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-white--black-brand-logo-printed-pure-cotton-t-shirt/19589754/buy","","HRX by Hrithik Roshan","Boys Brand Logo Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-blue-typography-pure-cotton-t-shirt/19589748/buy","","HRX by Hrithik Roshan","Boys Typography Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-charcoal-grey-typography-t-shirt/19589760/buy","","HRX by Hrithik Roshan","Boys Typography T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.4","9","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey--white-pack-of-3-ankle-length-half-terry-running-socks/16542756/buy","","HRX by Hrithik Roshan","Pack Of 3 Ankle Length Socks","Onesize","","","","","Rs. 489","Rs. 699","(30% OFF)","Onesize","","","","",""
"4.7","16","|","https://www.myntra.com/wristbands/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-set-of-2-brand-logo-sports-sweat-wristbands/12800252/buy","","HRX by Hrithik Roshan","Unisex Set of 2 Wristbands","Onesize","","","","","Rs. 269","Rs. 449","(40% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-4-ankle-length-socks/20055176/buy","","HRX by Hrithik Roshan","Men Pack of 4 Socks","Onesize","","","","","Rs. 404","Rs. 899","(55% OFF)","Onesize","","","","",""
"4.4","19","|","https://www.myntra.com/wristbands/hrx-by-hrithik-roshan/-hrx-by-hrithik-roshan-unisex-set-of-2-grey--white-performance-wristbands/12800268/buy","","HRX by Hrithik Roshan","Set of 2 PerformanceWristbands","Onesize","","","","","Rs. 269","Rs. 449","(40% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-patterned-ankle-length-socks/16543120/buy","","HRX by Hrithik Roshan","Boys Pack of 3 Ankle Socks","11-13Y,","14-16Y","","","","Rs. 274","Rs. 549","(50% OFF)","11-13Y","14-16Y","","","",""
"4","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-racketsport-men-moonlit-ocean-bio-wash-typography-tshirt/17860960/buy","","HRX by Hrithik Roshan","Racketsport Bio-Wash Tshirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-loose-t-shirt/18192006/buy","","HRX by Hrithik Roshan","Men Typography Printed Loose T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-t-shirt/20104352/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/19272120/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.4","49","|","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-navy-blue-printed-face-towel/16065198/buy","","HRX by Hrithik Roshan","Unisex Printed Face Towel","Onesize","","","","","Rs. 322","Rs. 749","(57% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055166/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 359","Rs. 799","(55% OFF)","Onesize","","","","",""
"4.5","41","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pack-of-3-patterned-ankle-length-socks/16542752/buy","","HRX by Hrithik Roshan","Pack of 3 Ankle Length Socks","Onesize","","","","","Rs. 489","Rs. 699","(30% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-green--black-typography-printed-t-shirt/20104358/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-typography-printed-t-shirts/18162886/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-pack-of-3-striped-ankle-length-socks/16543132/buy","","HRX by Hrithik Roshan","Boys Pack of 3 Ankle Socks","11-13Y,","14-16Y","","","","Rs. 274","Rs. 549","(50% OFF)","11-13Y","14-16Y","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red-brand-logo-printed-rapid-dry-training-t-shirt/18657948/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 409","Rs. 999","(59% OFF)","S","M","L","XL","XXL",""
"4.6","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-brand-carrier-tshirts/18162826/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"3.7","84","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-solid-antimicrobial-lifestyle-briefs--hrss21wbf/14097740/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red--green-typography-print-rapid-dry-running-t-shirt/18657758/buy","","HRX by Hrithik Roshan","Women Printed Running T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black--blue-printed-pure-cotton-t-shirt/19690318/buy","","HRX by Hrithik Roshan","Women Printed Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"4.6","10","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-t-shirt/18163062/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.1","21","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-tshirts/18162510/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.7","16","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-brand-carrier-t-shirt/18162760/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18162760/2022/7/7/3e9044de-8e3f-4125-96f0-ba264a2de4ca1657177499475-HRX-by-Hrithik-Roshan-Men-Tshirts-3081657177499073-1.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-white-solid-t-shirt/18298934/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18298934/2022/9/26/f5f4389a-1a87-4e05-845b-f10a16278fc91664179838389-HRX-by-Hrithik-Roshan-White-Womens-Lifestyle-Tshirts-4651664-1.jpg","HRX by Hrithik Roshan","Women Solid T-shirt","XS,","S,","M,","L,","XL","Rs. 389","Rs. 1299","(70% OFF)","XS","S","M","L","XL",""
"4.8","13","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-women-liliac-bio-wash-brand-carrier-tshirts/18162762/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18162762/2022/5/31/34943946-5621-4a67-9e40-df0a108914d81653981087486-HRX-by-Hrithik-Roshan-Women-Tshirts-2081653981087152-5.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","L","XL","NEW SEASON"
